IBGE,IBGE6,CIDADE,ANO,BCG,PENTA,ROTA,MENINGOC,PNEUMO,POLIO,HEPB,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,AREA_TERRITORIAL,PIB_PERCAPTA,DENSIDADE_DEMOGRAFICA,POPULACAO,MACRORREGIAO,PARTIDO PREFEITOS,POSTOS,mae_s_instru,mae_inst_1_8_anos,mae_inst_8_11_anos,mae_inst_12m_anos,pop_urb(%)
4301800.0,430180.0,BARRACÃO,2022,92.1052631578947,118.421052631579,129.268292682927,139.024390243902,134.146341463415,148.780487804878,156.09756097561,0.71,0.711,0.568,0.885,515.469,62102,9.37,4831,Norte,MDB,2,,2,30,,64.0
4301859.0,430185.0,BARRA DO GUARITA,2022,46.6666666666667,62.2222222222222,95.2380952380952,96.8253968253968,96.8253968253968,98.4126984126984,98.4126984126984,0.734,0.696,0.672,0.845,62.801,19953.25,50.33,3161,Norte,PT,2,,,24,,63.6
4301875.0,430187.0,BARRA DO QUARAÍ,2022,82.8571428571429,105.714285714286,85.1851851851852,90.7407407407407,94.4444444444444,79.6296296296296,79.6296296296296,0.662,0.659,0.548,0.802,1055.937,78422.54,4.02,4241,Centro-Oeste,PDT,3,,3,30,,75.1
4301909.0,430190.0,BARRA DO RIBEIRO,2022,106.299212598425,109.448818897638,118.421052631579,121.052631578947,121.052631578947,118.421052631579,118.421052631579,0.67,0.691,0.529,0.822,729.316,47529.99,16.76,12225,Metropolitana,MDB,4,,23,81,22,76.7
4301925.0,430192.0,BARRA DO RIO AZUL,2022,55.5555555555556,111.111111111111,57.7777777777778,71.1111111111111,66.6666666666667,64.4444444444444,62.2222222222222,0.723,0.703,0.638,0.842,146.995,46327.23,11.54,1696,Norte,PTB,2,,,4,,27.4
4301958.0,430195.0,BARRA FUNDA,2022,120.0,100.0,97.1428571428571,114.285714285714,108.571428571429,108.571428571429,105.714285714286,0.763,0.731,0.71,0.856,60.437,67006.24,41.33,2498,Norte,PP,3,,,12,,72.1
4302006.0,430200.0,BARROS CASSAL,2022,39.2,72.0,91.3385826771653,103.937007874016,100.787401574803,111.023622047244,109.448818897638,0.65,0.69,0.5,0.795,647.994,29526.03,14.35,9296,Norte,PSB,5,,18,52,11,44.3
4302055.0,430205.0,BENJAMIN CONSTANT DO SUL,2022,29.5454545454545,29.5454545454545,66.6666666666667,111.111111111111,66.6666666666667,111.111111111111,111.111111111111,0.619,0.601,0.492,0.801,132.351,24008.87,15.73,2082,Norte,CIDADANIA,3,,11,,,22.6
4302105.0,430210.0,BENTO GONÇALVES,2022,96.6688874083944,86.2758161225849,116.666666666667,120.0,116.666666666667,100.0,100.0,0.778,0.805,0.695,0.842,272.287,73589.32,452.28,123151,Serra,PSDB,40,,117,792,543,95.1
4302154.0,430215.0,BOA VISTA DAS MISSÕES,2022,104.761904761905,119.047619047619,64.8,65.6,66.4,72.0,72.0,0.676,0.666,0.561,0.825,196.064,89601.64,9.86,1933,Norte,PDT,2,,3,14,,62.5
4302204.0,430220.0,BOA VISTA DO BURICÁ,2022,148.314606741573,105.61797752809,31.8181818181818,31.8181818181818,36.3636363636364,29.5454545454545,29.5454545454545,0.762,0.761,0.697,0.834,109.541,50904.66,63.59,6966,Missioneira,MDB,4,,1,57,45,70.8
4302220.0,430222.0,BOA VISTA DO CADEADO,2022,66.6666666666667,160.0,87.2751499000666,82.5449700199867,90.2065289806796,85.143237841439,86.2758161225849,0.703,0.692,0.59,0.851,701.221,121126.48,3.18,2229,Missioneira,PSL,3,,,,,28.4
4302238.0,430223.0,BOA VISTA DO INCRA,2022,162.962962962963,118.518518518519,90.4761904761905,114.285714285714,109.52380952381,123.809523809524,119.047619047619,0.731,0.703,0.641,0.867,504.114,86745.26,4.50,2271,Missioneira,PP,2,,,,,41.4
4302253.0,430225.0,BOA VISTA DO SUL,2022,86.9565217391304,117.391304347826,116.85393258427,115.730337078652,115.730337078652,105.61797752809,105.61797752809,0.728,0.77,0.587,0.852,93.108,48546.88,29.44,2779,Serra,PSDB,1,,4,8,,16.7
4302303.0,430230.0,BOM JESUS,2022,112.727272727273,105.454545454545,153.333333333333,153.333333333333,153.333333333333,166.666666666667,160.0,0.666,0.697,0.51,0.832,2622.837,52972.91,4.27,11202,Serra,MDB,6,,29,128,27,78.9
4302352.0,430235.0,BOM PRINCÍPIO,2022,95.3020134228188,114.765100671141,129.62962962963,140.740740740741,129.62962962963,118.518518518519,118.518518518519,0.746,0.751,0.661,0.836,90.023,72364.87,148.23,13142,Serra,PSDB,6,,15,85,52,83.8
4302378.0,430237.0,BOM PROGRESSO,2022,65.0,60.0,108.695652173913,117.391304347826,117.391304347826,113.04347826087,117.391304347826,0.723,0.7,0.643,0.84,89.206,35111.31,23.50,2096,Norte,PP,3,,,20,,59.8
4302402.0,430240.0,BOM RETIRO DO SUL,2022,98.1132075471698,77.9874213836478,105.454545454545,108.484848484848,110.30303030303,107.878787878788,105.454545454545,0.739,0.725,0.649,0.857,102.540,41461.26,119.89,12294,Vales,PL,6,,21,94,41,80.4
4302451.0,430245.0,BOQUEIRÃO DO LEÃO,2022,90.7894736842105,123.684210526316,110.738255033557,120.134228187919,116.107382550336,114.765100671141,114.765100671141,0.7,0.725,0.562,0.843,257.789,31882.12,23.49,6247,Vales,PL,3,,21,31,,26.7
4302501.0,430250.0,BOSSOROCA,2022,62.9032258064516,74.1935483870968,80.0,75.0,80.0,60.0,60.0,0.692,0.665,0.608,0.821,1610.056,42538.23,3.66,5890,Missioneira,PP,6,,6,39,17,58.3
4302584.0,430258.0,BOZANO,2022,104.347826086957,82.6086956521739,84.2767295597484,82.3899371069182,86.7924528301887,78.6163522012579,77.9874213836478,0.745,0.773,0.628,0.853,200.497,55520.54,10.73,2151,Missioneira,PDT,2,,,,,37.1
4302600.0,430260.0,BRAGA,2022,110.0,105.0,111.842105263158,115.789473684211,109.210526315789,123.684210526316,123.684210526316,0.674,0.656,0.563,0.83,132.044,33487.97,24.75,3268,Norte,MDB,5,,5,27,9,70.4
4302659.0,430265.0,BROCHIER,2022,2.63157894736842,155.263157894737,80.6451612903226,90.3225806451613,87.0967741935484,72.5806451612903,74.1935483870968,0.699,0.723,0.554,0.851,105.353,26634.21,47.14,4966,Metropolitana,PP,4,,4,,,49.7
4302709.0,430270.0,BUTIÁ,2022,89.5522388059701,72.1393034825871,82.6086956521739,73.9130434782609,82.6086956521739,82.6086956521739,82.6086956521739,0.689,0.691,0.558,0.848,752.187,29714.98,25.37,19084,Metropolitana,PT,10,,34,124,38,96.4
4302808.0,430280.0,CAÇAPAVA DO SUL,2022,74.5358090185676,83.0238726790451,115.0,122.5,115.0,102.5,105.0,0.704,0.699,0.585,0.855,3048.147,36161.85,10.67,32515,Vales,PDT,12,,27,188,66,77.5
4302907.0,430290.0,CACEQUI,2022,37.719298245614,54.3859649122807,144.736842105263,157.894736842105,155.263157894737,157.894736842105,155.263157894737,0.7,0.68,0.626,0.807,2373.507,50804.25,4.70,11157,Centro-Oeste,MDB,13,,9,62,26,80.3
4303004.0,430300.0,CACHOEIRA DO SUL,2022,85.4807692307692,70.5769230769231,85.0746268656716,86.5671641791045,95.5223880597015,70.6467661691542,72.1393034825871,0.742,0.739,0.648,0.854,3736.064,42103.62,21.43,80070,Vales,PP,27,,76,572,217,86.4
4303103.0,430310.0,CACHOEIRINHA,2022,79.8185941043084,72.2789115646258,71.8832891246684,75.8620689655172,74.8010610079576,84.6153846153846,83.0238726790451,0.757,0.749,0.675,0.857,43.760,57110.95,3112.48,136258,Metropolitana,PSL,35,,94,998,419,100.0
4303202.0,430320.0,CACIQUE DOBLE,2022,96.0,96.0,49.1228070175439,62.280701754386,63.1578947368421,52.6315789473684,54.3859649122807,0.662,0.677,0.528,0.81,203.582,33461.31,22.56,4603,Norte,PDT,3,,4,35,6,37.2
4303301.0,430330.0,CAIBATÉ,2022,123.684210526316,126.315789473684,82.6923076923077,83.1730769230769,84.2307692307692,75.5769230769231,70.5769230769231,0.719,0.709,0.611,0.857,261.280,38352.88,18.00,4704,Missioneira,PP,5,,2,25,15,65.9
4303400.0,430340.0,CAIÇARA,2022,82.3529411764706,92.156862745098,71.3151927437642,73.9229024943311,77.2108843537415,72.3922902494331,72.2789115646258,0.699,0.721,0.58,0.817,189.071,33063.37,25.57,4836,Norte,PDT,5,,8,20,13,44.0
4303509.0,430350.0,CAMAQUÃ,2022,80.1452784503632,63.1961259079903,96.0,96.0,98.0,94.0,96.0,0.697,0.715,0.578,0.819,1679.242,50718.28,37.02,62200,Metropolitana,PSDB,19,5,128,445,172,81.3
4303558.0,430355.0,CAMARGO,2022,50.0,61.9047619047619,113.157894736842,123.684210526316,128.947368421053,126.315789473684,126.315789473684,0.736,0.762,0.612,0.854,138.069,205446,21.59,2981,Norte,MDB,2,,,12,,61.7
4303608.0,430360.0,CAMBARÁ DO SUL,2022,69.5652173913043,62.3188405797101,88.2352941176471,94.1176470588235,88.2352941176471,92.156862745098,92.156862745098,0.697,0.705,0.574,0.838,1181.811,43284.42,5.38,6361,Metropolitana,MDB,6,,7,55,18,72.9
4303673.0,430367.0,CAMPESTRE DA SERRA,2022,100.0,173.913043478261,64.2857142857143,63.9225181598063,68.0387409200969,63.0750605326877,63.1961259079903,0.706,0.713,0.557,0.886,538.487,73041.98,6.02,3242,Serra,PP,2,,2,15,,41.9
4303707.0,430370.0,CAMPINA DAS MISSÕES,2022,73.5294117647059,80.8823529411765,59.5238095238095,71.4285714285714,66.6666666666667,61.9047619047619,61.9047619047619,0.738,0.698,0.677,0.849,224.792,34643.22,26.17,5882,Missioneira,PSL,4,,,29,19,45.1
4303806.0,430380.0,CAMPINAS DO SUL,2022,115.686274509804,115.686274509804,62.3188405797101,66.6666666666667,69.5652173913043,57.9710144927536,62.3188405797101,0.76,0.753,0.691,0.842,276.162,55805.19,19.13,5284,Norte,PTB,4,,,33,,81.6
4303905.0,430390.0,CAMPO BOM,2022,81.7632850241546,79.951690821256,126.086956521739,156.521739130435,126.086956521739,169.565217391304,173.913043478261,0.745,0.755,0.643,0.852,60.562,72015.35,1038.08,62886,Metropolitana,PDT,29,,65,443,199,96.2
4304002.0,430400.0,CAMPO NOVO,2022,68.5714285714286,101.428571428571,67.6470588235294,73.5294117647059,67.6470588235294,80.8823529411765,80.8823529411765,0.703,0.677,0.593,0.866,220.719,57749.2,22.54,4975,Missioneira,PSB,3,,12,46,15,80.5
4304101.0,430410.0,CAMPOS BORGES,2022,48.780487804878,60.9756097560976,109.803921568627,125.490196078431,113.725490196078,117.647058823529,115.686274509804,0.708,0.704,0.616,0.819,226.202,29067.3,15.97,3613,Norte,MDB,3,,,13,11,61.2
4304200.0,430420.0,CANDELÁRIA,2022,83.9506172839506,82.0987654320988,84.2995169082126,81.0386473429952,83.695652173913,78.3816425120773,79.951690821256,0.674,0.699,0.521,0.842,944.735,42713.51,30.60,28906,Vales,PSB,21,,59,203,34,56.5
4304309.0,430430.0,CÂNDIDO GODÓI,2022,87.037037037037,124.074074074074,104.285714285714,107.142857142857,105.714285714286,102.857142857143,101.428571428571,0.728,0.72,0.627,0.853,247.047,59583.99,25.48,6294,Missioneira,MDB,4,,,34,22,35.7
4304358.0,430435.0,CANDIOTA,2022,0.819672131147541,81.1475409836066,58.5365853658537,60.9756097560976,68.2926829268293,60.9756097560976,60.9756097560976,0.698,0.704,0.562,0.86,933.628,158672.67,11.47,10710,Sul,MDB,8,,19,97,17,77.9
4304408.0,430440.0,CANELA,2022,84.2553191489362,73.1914893617021,83.641975308642,82.4074074074074,86.7283950617284,83.0246913580247,82.0987654320988,0.748,0.738,0.667,0.849,253.002,40038.38,193.46,48946,Serra,MDB,13,,55,446,137,96.9
4304507.0,430450.0,CANGUÇU,2022,93.8069216757741,85.063752276867,112.962962962963,111.111111111111,112.962962962963,124.074074074074,124.074074074074,0.65,0.683,0.491,0.819,3526.316,36745.73,14.09,49680,Sul,MDB,22,,88,318,119,41.9
4304606.0,430460.0,CANOAS,2022,70.8258527827648,64.1382405745063,86.0655737704918,82.7868852459016,92.6229508196721,80.327868852459,81.1475409836066,0.75,0.768,0.636,0.864,130.774,83895.04,2658.15,347657,Metropolitana,PSD,129,3,477,2340,1198,100.0
4304614.0,430461.0,CANUDOS DO VALE,2022,33.3333333333333,91.6666666666667,72.7659574468085,76.7375886524823,76.8794326241135,73.0496453900709,73.1914893617021,0.713,0.751,0.574,0.84,82.943,40430.4,19.97,1656,Vales,MDB,2,,,,,26.2
4304622.0,430462.0,CAPÃO BONITO DO SUL,2022,125.0,131.25,88.3424408014572,84.8816029143898,91.9854280510018,85.9744990892532,85.063752276867,0.637,0.654,0.507,0.779,526.850,128719.49,3.29,1733,Norte,PDT,3,,,,,23.7
4304630.0,430463.0,CAPÃO DA CANOA,2022,87.9609544468547,77.6572668112798,65.3276481149013,67.7289048473968,69.0529622980251,63.9138240574506,64.1382405745063,0.743,0.756,0.637,0.852,98.383,40698.19,646.39,63594,Metropolitana,PTB,18,,125,569,208,98.9
4304655.0,430465.0,CAPÃO DO CIPÓ,2022,128.125,140.625,91.6666666666667,83.3333333333333,91.6666666666667,83.3333333333333,91.6666666666667,0.672,0.639,0.552,0.86,1007.796,70575.7,3.09,3119,Centro-Oeste,PP,4,,,,,31.4
4304663.0,430466.0,CAPÃO DO LEÃO,2022,80.7807807807808,69.6696696696697,106.25,118.75,100.0,131.25,131.25,0.637,0.662,0.48,0.814,783.196,32243.04,33.82,26487,Sul,PP,11,,75,174,41,94.1
4304671.0,430467.0,CAPIVARI DO SUL,2022,108.695652173913,93.4782608695652,83.5140997830803,84.1648590021692,87.6355748373102,77.9826464208243,77.6572668112798,0.766,0.805,0.668,0.836,412.889,100076.38,9.67,3991,Metropolitana,PDT,3,,4,35,,87.3
4304689.0,430468.0,CAPELA DE SANTANA,2022,88.1118881118881,83.2167832167832,109.375,134.375,109.375,140.625,140.625,0.661,0.675,0.525,0.816,182.756,28313.22,61.06,11159,Metropolitana,PP,11,,30,91,24,69.7
4304697.0,430469.0,CAPITÃO,2022,83.7837837837838,116.216216216216,75.975975975976,75.0750750750751,86.4864864864865,70.5705705705706,69.6696696696697,0.746,0.747,0.661,0.842,73.967,30321.42,39.49,2921,Vales,PSDB,3,,4,23,,44.9
4304705.0,430470.0,CARAZINHO,2022,118.471337579618,73.7579617834395,93.4782608695652,97.8260869565217,100.0,91.304347826087,93.4782608695652,0.766,0.756,0.707,0.84,666.694,60594.24,92.70,61804,Norte,MDB,29,,29,542,229,97.7
4304713.0,430471.0,CARAÁ,2022,105.263157894737,114.035087719298,84.6153846153846,83.2167832167832,91.6083916083916,83.2167832167832,83.2167832167832,0.652,0.661,0.505,0.83,294.606,21392.26,25.10,7394,Metropolitana,PSDB,4,,10,38,,27.8
4304804.0,430480.0,CARLOS BARBOSA,2022,62.9179331306991,54.7112462006079,124.324324324324,135.135135135135,124.324324324324,116.216216216216,116.216216216216,0.796,0.835,0.724,0.835,230.061,125413.55,132.23,30420,Serra,PP,7,,21,172,130,80.4
4304853.0,430485.0,CARLOS GOMES,2022,63.6363636363636,72.7272727272727,85.859872611465,81.7834394904459,86.6242038216561,76.3057324840764,73.7579617834395,0.739,0.732,0.622,0.886,83.196,45281.03,16.45,1368,Norte,PT,2,,,6,,31.6
4304903.0,430490.0,CASCA,2022,113.924050632911,105.063291139241,107.017543859649,115.789473684211,108.771929824561,115.789473684211,114.035087719298,0.785,0.778,0.733,0.847,272.041,92546.14,34.79,9465,Norte,MDB,4,,,63,36,68.9
4304952.0,430495.0,CASEIROS,2022,134.615384615385,126.923076923077,58.6626139817629,57.7507598784195,58.0547112462006,53.1914893617021,54.7112462006079,0.703,0.696,0.6,0.833,235.649,59052.73,12.72,3000,Norte,MDB,1,,3,31,,52.8
4305009.0,430500.0,CATUÍPE,2022,76.7676767676768,87.8787878787879,72.7272727272727,100.0,72.7272727272727,72.7272727272727,72.7272727272727,0.739,0.763,0.627,0.842,583.180,49000,14.87,8674,Missioneira,PDT,9,,9,52,13,70.5
4305108.0,430510.0,CAXIAS DO SUL,2022,85.2456077447114,84.1520258157045,116.455696202532,107.594936708861,117.721518987342,105.063291139241,105.063291139241,0.782,0.812,0.686,0.86,1652.320,81683.97,280.52,463501,Serra,PSDB,128,3,213,3062,2002,96.5
4305116.0,430511.0,CENTENÁRIO,2022,67.741935483871,58.0645161290323,150.0,142.307692307692,150.0,126.923076923077,126.923076923077,0.701,0.707,0.569,0.856,134.780,45215.19,20.27,2721,Norte,PL,2,,,16,,43.7
4305124.0,430512.0,CERRITO,2022,138.461538461538,125.641025641026,90.9090909090909,98.989898989899,95.959595959596,88.8888888888889,87.8787878787879,0.649,0.657,0.504,0.824,451.699,22583.64,12.86,5808,Sul,PP,4,,6,29,,62.0
4305132.0,430513.0,CERRO BRANCO,2022,61.5384615384615,103.846153846154,84.1699533883112,79.0785227680172,85.4069558981714,83.5066332018645,84.1520258157045,0.661,0.671,0.527,0.816,158.025,27411.89,24.06,3802,Vales,PDT,3,,3,10,1,31.1
4305157.0,430515.0,CERRO GRANDE,2022,121.875,96.875,70.9677419354839,70.9677419354839,67.741935483871,58.0645161290323,58.0645161290323,0.674,0.676,0.563,0.803,73.438,26035.36,32.39,2379,Norte,PP,3,,2,24,,48.7
4305173.0,430517.0,CERRO GRANDE DO SUL,2022,87.2549019607843,93.1372549019608,135.897435897436,120.512820512821,120.512820512821,128.205128205128,125.641025641026,0.66,0.673,0.499,0.855,324.908,27361.09,28.25,9178,Metropolitana,PSL,5,,19,62,13,30.6
4305207.0,430520.0,CERRO LARGO,2022,91.1764705882353,105.147058823529,76.9230769230769,103.846153846154,84.6153846153846,103.846153846154,103.846153846154,0.764,0.752,0.698,0.849,176.742,58884.12,77.59,13705,Missioneira,MDB,9,,9,74,55,81.8
4305306.0,430530.0,CHAPADA,2022,96.875,85.4166666666667,109.375,115.625,121.875,103.125,96.875,0.757,0.752,0.679,0.849,684.247,63213.09,13.94,9540,Norte,PP,9,,2,66,33,67.2
4305355.0,430535.0,CHARQUEADAS,2022,134.883720930233,98.0066445182724,100.0,98.0392156862745,103.921568627451,95.0980392156863,93.1372549019608,0.747,0.726,0.659,0.87,217.362,53050.97,161.08,35012,Metropolitana,REPUBLICANOS,31,,32,178,91,97.2
4305371.0,430537.0,CHARRUA,2022,41.9354838709677,19.3548387096774,101.470588235294,105.882352941176,103.676470588235,104.411764705882,105.147058823529,0.62,0.699,0.385,0.885,198.748,45392.81,13.93,2768,Norte,PP,2,,1,26,,23.1
4305405.0,430540.0,CHIAPETTA,2022,117.647058823529,100.0,100.0,95.8333333333333,102.083333333333,85.4166666666667,85.4166666666667,0.732,0.702,0.657,0.85,397.179,67903.94,9.85,3913,Missioneira,PP,3,,5,27,13,72.3
4305439.0,430543.0,CHUÍ,2022,46.3414634146341,65.8536585365854,99.0033222591362,104.318936877076,110.963455149502,97.0099667774086,98.0066445182724,0.706,0.676,0.658,0.792,202.387,83417.38,30.94,6262,Sul,DEM,1,,2,10,,97.2
4305447.0,430544.0,CHUVISCA,2022,83.3333333333333,94.4444444444444,22.5806451612903,19.3548387096774,22.5806451612903,19.3548387096774,19.3548387096774,0.616,0.655,0.437,0.818,220.471,35548.18,20.85,4597,Metropolitana,PSB,3,,9,36,,7.3
4305454.0,430545.0,CIDREIRA,2022,91.1330049261084,73.8916256157635,105.882352941176,105.882352941176,114.705882352941,97.0588235294118,100.0,0.729,0.73,0.625,0.848,243.419,23836.71,70.13,17071,Metropolitana,PP,8,,34,113,19,97.9
4305504.0,430550.0,CIRÍACO,2022,92.5,117.5,60.9756097560976,65.8536585365854,73.1707317073171,65.8536585365854,65.8536585365854,0.719,0.724,0.6,0.855,274.350,56256.81,15.12,4149,Norte,PT,3,,,27,,61.5
4305587.0,430558.0,COLINAS,2022,74.0740740740741,85.1851851851852,98.1481481481482,90.7407407407407,88.8888888888889,92.5925925925926,94.4444444444444,0.765,0.786,0.678,0.84,60.732,37308.24,39.90,2423,Vales,PP,2,,,10,,45.1
4305603.0,430560.0,COLORADO,2022,104.347826086957,95.6521739130435,69.9507389162562,73.8916256157635,67.9802955665025,73.8916256157635,73.8916256157635,0.758,0.775,0.674,0.835,286.295,61073.45,11.38,3258,Missioneira,PDT,4,,,9,,59.9
4305702.0,430570.0,CONDOR,2022,77.0833333333333,94.7916666666667,105.0,110.0,105.0,120.0,117.5,0.747,0.735,0.666,0.852,463.568,73461.12,13.82,6406,Missioneira,PP,5,,,36,33,71.9
4305801.0,430580.0,CONSTANTINA,2022,135.593220338983,97.4576271186441,74.0740740740741,74.0740740740741,77.7777777777778,85.1851851851852,85.1851851851852,0.754,0.726,0.668,0.885,203.614,45442.93,51.00,10385,Norte,PDT,7,,8,93,43,77.7
4305835.0,430583.0,COQUEIRO BAIXO,2022,70.0,100.0,130.434782608696,121.739130434783,134.782608695652,95.6521739130435,95.6521739130435,0.692,0.703,0.532,0.886,112.638,43419.26,11.45,1290,Vales,MDB,2,,,,,20.0
4305850.0,430585.0,COQUEIROS DO SUL,2022,126.315789473684,110.526315789474,94.7916666666667,100.0,98.9583333333333,94.7916666666667,94.7916666666667,0.746,0.806,0.614,0.84,277.147,62995.49,7.98,2211,Norte,PP,3,,,17,,43.9
4305871.0,430587.0,CORONEL BARROS,2022,46.6666666666667,40.0,104.237288135593,109.322033898305,114.406779661017,97.4576271186441,97.4576271186441,0.744,0.793,0.61,0.852,163.716,50693.68,17.24,2822,Missioneira,DEM,2,,,11,,55.8
4305900.0,430590.0,CORONEL BICACO,2022,101.162790697674,90.6976744186046,90.0,100.0,90.0,100.0,100.0,0.665,0.667,0.55,0.803,492.303,64631.38,12.48,6144,Norte,PSB,9,,11,51,17,73.5
4305934.0,430593.0,CORONEL PILAR,2022,100.0,66.6666666666667,136.842105263158,147.368421052632,142.105263157895,110.526315789474,110.526315789474,0.727,0.766,0.6,0.835,105.668,36187.34,15.21,1607,Serra,MDB,2,,,,,12.3
4305959.0,430595.0,COTIPORÃ,2022,70.3703703703704,107.407407407407,40.0,43.3333333333333,40.0,40.0,40.0,0.741,0.767,0.636,0.835,173.207,53328.63,22.20,3846,Serra,PP,4,,,,,54.9
4305975.0,430597.0,COXILHA,2022,79.4871794871795,89.7435897435897,93.0232558139535,98.8372093023256,96.5116279069767,91.8604651162791,90.6976744186046,0.706,0.693,0.586,0.866,422.101,130995.01,6.32,2667,Norte,PP,2,,4,19,,66.4
4306007.0,430600.0,CRISSIUMAL,2022,109.848484848485,103.030303030303,75.0,83.3333333333333,83.3333333333333,66.6666666666667,66.6666666666667,0.712,0.702,0.616,0.835,362.194,38853.05,35.58,12886,Missioneira,PODE,8,,17,79,41,52.8
4306056.0,430605.0,CRISTAL,2022,73.4177215189873,63.2911392405063,107.407407407407,114.814814814815,111.111111111111,107.407407407407,107.407407407407,0.644,0.687,0.471,0.826,679.742,41174.16,10.70,7299,Metropolitana,PSDB,6,,18,48,13,69.8
4306072.0,430607.0,CRISTAL DO SUL,2022,71.7948717948718,58.974358974359,84.6153846153846,84.6153846153846,89.7435897435897,89.7435897435897,89.7435897435897,0.66,0.641,0.542,0.826,97.073,36696.5,27.73,2692,Norte,PT,2,,,19,,47.1
4306106.0,430610.0,CRUZ ALTA,2022,113.572343149808,103.585147247119,100.757575757576,107.575757575758,101.515151515152,103.030303030303,103.030303030303,0.75,0.754,0.653,0.858,1360.548,74684.47,43.30,58913,Missioneira,MDB,43,,65,436,195,97.1
4306130.0,430613.0,CRUZALTENSE,2022,64.7058823529412,58.8235294117647,54.4303797468354,58.2278481012658,56.9620253164557,67.0886075949367,63.2911392405063,0.719,0.724,0.605,0.849,166.883,64186.8,9.80,1635,Norte,MDB,2,,,,,29.5
4306205.0,430620.0,CRUZEIRO DO SUL,2022,78.6259541984733,80.1526717557252,76.9230769230769,71.7948717948718,76.9230769230769,58.974358974359,58.974358974359,0.723,0.746,0.607,0.833,155.482,55774.4,74.81,11600,Vales,MDB,6,,14,63,30,63.9
4306304.0,430630.0,DAVID CANABARRO,2022,61.1111111111111,136.111111111111,108.322663252241,111.267605633803,110.499359795134,107.426376440461,103.585147247119,0.762,0.74,0.688,0.87,174.172,47877.71,24.73,4321,Norte,CIDADANIA,5,,,34,,55.9
4306320.0,430632.0,DERRUBADAS,2022,100.0,109.375,47.0588235294118,58.8235294117647,47.0588235294118,58.8235294117647,58.8235294117647,0.707,0.664,0.628,0.846,360.851,42741.36,7.62,2751,Norte,MDB,3,,5,13,12,43.1
4306353.0,430635.0,DEZESSEIS DE NOVEMBRO,2022,126.315789473684,131.578947368421,83.206106870229,87.0229007633588,83.969465648855,80.9160305343512,80.1526717557252,0.654,0.625,0.553,0.809,216.341,20507.28,11.53,2507,Missioneira,PP,2,,,16,,27.3
4306379.0,430637.0,DILERMANDO DE AGUIAR,2022,42.3076923076923,96.1538461538462,144.444444444444,136.111111111111,152.777777777778,138.888888888889,136.111111111111,0.648,0.681,0.463,0.864,600.518,72323.29,4.67,2806,Centro-Oeste,MDB,2,,1,18,,38.1
4306403.0,430640.0,DOIS IRMÃOS,2022,82.6732673267327,68.3168316831683,100.0,106.25,100.0,109.375,109.375,0.743,0.763,0.633,0.848,67.509,85952.76,464.49,30709,Metropolitana,PP,11,,30,199,125,98.6
4306429.0,430642.0,DOIS IRMÃOS DAS MISSÕES,2022,75.0,100.0,131.578947368421,131.578947368421,136.842105263158,131.578947368421,131.578947368421,0.67,0.646,0.585,0.797,226.072,60170.61,9.24,2090,Norte,MDB,3,,3,12,,54.1
4306452.0,430645.0,DOIS LAJEADOS,2022,121.739130434783,117.391304347826,103.846153846154,111.538461538462,107.692307692308,100.0,96.1538461538462,0.757,0.775,0.67,0.837,133.535,53600.97,23.19,3097,Vales,MDB,2,,,21,,53.5
4306502.0,430650.0,DOM FELICIANO,2022,59.3984962406015,58.6466165413534,75.2475247524752,72.029702970297,77.4752475247525,68.3168316831683,68.3168316831683,0.587,0.633,0.39,0.818,1355.195,32041.92,9.63,13051,Metropolitana,PTB,5,,33,75,21,27.3
4306551.0,430655.0,DOM PEDRO DE ALCÂNTARA,2022,29.6296296296296,122.222222222222,82.1428571428571,92.8571428571429,92.8571428571429,100.0,100.0,0.691,0.697,0.577,0.82,78.216,32652.54,32.75,2562,Metropolitana,MDB,3,,4,18,,42.7
4306601.0,430660.0,DOM PEDRITO,2022,80.6045340050378,88.9168765743073,104.347826086957,104.347826086957,108.695652173913,113.04347826087,117.391304347826,0.708,0.715,0.585,0.848,5194.051,61874.27,7.12,36981,Sul,PP,13,,49,241,77,91.0
4306700.0,430670.0,DONA FRANCISCA,2022,70.3703703703704,51.8518518518519,60.9022556390977,61.6541353383459,65.4135338345865,58.6466165413534,58.6466165413534,0.697,0.718,0.568,0.831,114.149,36445.62,26.97,3079,Centro-Oeste,MDB,2,,2,16,,66.5
4306734.0,430673.0,DOUTOR MAURÍCIO CARDOSO,2022,76.3157894736842,100.0,122.222222222222,96.2962962962963,114.814814814815,122.222222222222,122.222222222222,0.706,0.707,0.593,0.84,255.731,51066.23,17.48,4470,Missioneira,PP,5,,2,17,13,59.7
4306759.0,430675.0,DOUTOR RICARDO,2022,86.9565217391304,73.9130434782609,93.4508816120907,92.6952141057935,94.2065491183879,88.9168765743073,88.9168765743073,0.724,0.749,0.593,0.855,107.960,47512.64,17.49,1888,Vales,MDB,2,,,9,,52.4
4306767.0,430676.0,ELDORADO DO SUL,2022,72.5952813067151,76.2250453720508,55.5555555555556,48.1481481481481,55.5555555555556,51.8518518518519,51.8518518518519,0.717,0.717,0.609,0.844,509.632,66318.44,77.63,39559,Metropolitana,PDT,11,,79,284,94,93.9
