IBGE,IBGE6,CIDADE,ANO,BCG,PENTA,ROTA,MENINGOC,PNEUMO,POLIO,HEPB,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,AREA_TERRITORIAL,PIB_PERCAPTA,DENSIDADE_DEMOGRAFICA,POPULACAO,MACRORREGIAO,PARTIDO PREFEITOS,POSTOS,mae_s_instru,mae_inst_1_8_anos,mae_inst_8_11_anos,mae_inst_12m_anos,pop_urb(%)
4306700.0,430670.0,DONA FRANCISCA,2014,100.0,188.235294117647,170.588235294118,176.470588235294,194.117647058824,182.352941176471,188.235294117647,0.697,0.718,0.568,0.831,114.149,36445.62,26.97,3079,Centro-Oeste,,3,,15,14,,66.5
4306734.0,430673.0,DOUTOR MAURÍCIO CARDOSO,2014,132.352941176471,208.823529411765,191.176470588235,226.470588235294,202.941176470588,205.882352941176,208.823529411765,0.706,0.707,0.593,0.84,255.731,51066.23,17.48,4470,Missioneira,,3,,7,23,12,59.7
4306759.0,430675.0,DOUTOR RICARDO,2014,136.363636363636,109.090909090909,136.363636363636,136.363636363636,118.181818181818,100.0,109.090909090909,0.724,0.749,0.593,0.855,107.960,47512.64,17.49,1888,Vales,,1,,,5,,52.4
4306767.0,430676.0,ELDORADO DO SUL,2014,98.7272727272727,47.8181818181818,60.0,56.9090909090909,45.6363636363636,47.6363636363636,47.8181818181818,0.717,0.717,0.609,0.844,509.632,66318.44,77.63,39559,Metropolitana,,2,,137,384,67,93.9
4306809.0,430680.0,ENCANTADO,2014,142.436974789916,126.050420168067,131.932773109244,127.731092436975,126.470588235294,123.949579831933,126.050420168067,0.767,0.764,0.687,0.858,140.006,61467.71,164.01,22962,Vales,,5,,65,141,68,89.4
4306908.0,430690.0,ENCRUZILHADA DO SUL,2014,83.3865814696486,74.7603833865815,80.8306709265176,71.5654952076677,73.1629392971246,72.2044728434505,75.0798722044728,0.657,0.677,0.478,0.875,3347.861,49940.32,7.11,23819,Vales,,6,,101,138,27,74.0
4306924.0,430692.0,ENGENHO VELHO,2014,105.263157894737,126.315789473684,100.0,142.105263157895,126.315789473684,126.315789473684,126.315789473684,0.717,0.735,0.611,0.821,71.191,39157.58,18.20,1296,Norte,,1,,10,8,,44.9
4306932.0,430693.0,ENTRE-IJUÍS,2014,144.554455445545,108.910891089109,122.772277227723,107.920792079208,107.920792079208,107.920792079208,108.910891089109,0.68,0.692,0.548,0.829,553.915,52263.67,16.56,9158,Missioneira,,4,,20,57,22,61.1
4306957.0,430695.0,ENTRE RIOS DO SUL,2014,225.0,218.75,218.75,212.5,231.25,231.25,218.75,0.703,0.709,0.572,0.857,119.912,78104.77,22.39,2685,Norte,,,,,22,,73.8
4306973.0,430697.0,EREBANGO,2014,180.0,140.0,163.333333333333,163.333333333333,143.333333333333,136.666666666667,140.0,0.712,0.689,0.626,0.837,152.793,49785.84,19.99,3054,Norte,,1,,24,25,6,65.1
4307005.0,430700.0,ERECHIM,2014,101.617873651772,99.6918335901387,100.770416024653,98.382126348228,100.231124807396,101.309707241911,100.924499229584,0.776,0.782,0.716,0.833,429.164,80385.09,246.30,105705,Norte,,17,,226,749,376,96.4
4307054.0,430705.0,ERNESTINA,2014,134.615384615385,103.846153846154,80.7692307692308,115.384615384615,84.6153846153846,100.0,103.846153846154,0.716,0.703,0.612,0.854,238.558,53867.6,12.72,3034,Norte,,1,,,17,9,58.8
4307104.0,430710.0,HERVAL,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687,0.73,0.527,0.843,1759.717,32205.23,3.52,6191,Sul,,3,,23,31,,70.0
4307203.0,430720.0,ERVAL GRANDE,2014,115.686274509804,78.4313725490196,82.3529411764706,74.5098039215686,74.5098039215686,76.4705882352941,80.3921568627451,0.681,0.713,0.501,0.885,285.677,32793.44,17.26,4930,Norte,,3,,26,,,64.8
4307302.0,430730.0,ERVAL SECO,2014,105.0,90.0,98.75,87.5,110.0,96.25,90.0,0.685,0.666,0.589,0.821,357.181,44174.33,19.00,6787,Norte,,3,,37,22,18,51.5
4307401.0,430740.0,ESMERALDA,2014,189.473684210526,155.263157894737,142.105263157895,157.894736842105,150.0,163.157894736842,155.263157894737,0.68,0.669,0.569,0.827,829.587,113859.47,3.85,3195,Serra,,1,,14,,,65.3
4307450.0,430745.0,ESPERANÇA DO SUL,2014,128.125,137.5,143.75,153.125,118.75,140.625,137.5,0.661,0.665,0.55,0.788,148.909,31415.37,21.66,3226,Norte,,3,,,22,,29.3
4307500.0,430750.0,ESPUMOSO,2014,114.375,98.125,109.375,115.0,101.875,97.5,109.375,0.765,0.747,0.677,0.884,783.642,56780.98,19.36,15173,Norte,,2,,22,116,46,77.5
4307559.0,430755.0,ESTAÇÃO,2014,160.869565217391,128.260869565217,134.782608695652,126.086956521739,130.434782608696,123.913043478261,128.260869565217,0.753,0.752,0.674,0.843,99.757,71277.75,55.96,5582,Norte,,2,,12,35,19,87.0
4307609.0,430760.0,ESTÂNCIA VELHA,2014,96.4346349745331,122.071307300509,132.597623089983,125.636672325976,122.750424448217,119.864176570458,124.617996604414,0.757,0.749,0.652,0.887,51.779,48184.54,925.55,47924,Metropolitana,,8,,120,402,118,97.1
4307708.0,430770.0,ESTEIO,2014,57.7049180327869,88.1147540983606,85.655737704918,90.655737704918,91.2295081967213,85.2459016393443,88.1147540983606,0.754,0.769,0.662,0.843,27.676,52518.32,2751.01,76137,Metropolitana,,10,,223,614,231,99.9
4307807.0,430780.0,ESTRELA,2014,112.628865979381,104.639175257732,104.123711340206,106.958762886598,103.092783505155,103.865979381443,104.639175257732,0.767,0.776,0.684,0.85,185.032,73856.18,173.94,32183,Vales,,2,,108,211,100,85.7
4307815.0,430781.0,ESTRELA VELHA,2014,113.333333333333,90.0,120.0,110.0,100.0,103.333333333333,90.0,0.679,0.707,0.56,0.792,281.613,47325.31,10.90,3070,Vales,,2,,13,14,,43.5
4307831.0,430783.0,EUGÊNIO DE CASTRO,2014,145.833333333333,116.666666666667,137.5,154.166666666667,141.666666666667,116.666666666667,116.666666666667,0.712,0.697,0.584,0.885,417.821,85401.37,6.30,2633,Missioneira,,1,,10,10,,63.8
4307864.0,430786.0,FAGUNDES VARELA,2014,200.0,200.0,166.666666666667,194.444444444444,183.333333333333,188.888888888889,222.222222222222,0.763,0.773,0.674,0.852,134.295,73986.01,19.11,2566,Serra,,1,,,13,,55.3
4307906.0,430790.0,FARROUPILHA,2014,125.393258426966,114.943820224719,116.741573033708,118.651685393258,116.741573033708,111.460674157303,115.280898876404,0.777,0.783,0.696,0.861,361.341,70577.65,194.51,70286,Serra,,8,,232,438,233,86.4
4308003.0,430800.0,FAXINAL DO SOTURNO,2014,52.3076923076923,76.9230769230769,86.1538461538462,87.6923076923077,86.1538461538462,83.0769230769231,80.0,0.72,0.732,0.597,0.854,169.514,44543.92,39.54,6702,Centro-Oeste,,1,,16,23,11,73.7
4308052.0,430805.0,FAXINALZINHO,2014,96.4285714285714,75.0,92.8571428571429,75.0,60.7142857142857,85.7142857142857,75.0,0.666,0.646,0.571,0.801,143.321,45095.25,17.58,2520,Norte,,1,,15,10,,58.0
4308078.0,430807.0,FAZENDA VILANOVA,2014,98.4126984126984,84.1269841269841,90.4761904761905,87.3015873015873,87.3015873015873,85.7142857142857,85.7142857142857,0.698,0.726,0.557,0.841,84.794,33970.06,50.60,4291,Vales,,1,,26,33,,57.3
4308102.0,430810.0,FELIZ,2014,127.536231884058,97.1014492753623,102.898550724638,97.1014492753623,101.449275362319,97.8260869565217,97.1014492753623,0.75,0.758,0.658,0.847,94.659,49155.83,145.14,13764,Serra,,4,,43,81,34,79.4
4308201.0,430820.0,FLORES DA CUNHA,2014,107.246376811594,86.6666666666667,90.1449275362319,93.3333333333333,84.9275362318841,74.2028985507246,86.6666666666667,0.754,0.786,0.642,0.849,276.241,107998.43,111.83,30892,Serra,,4,,120,165,85,79.1
4308250.0,430825.0,FLORIANO PEIXOTO,2014,53.8461538461538,69.2307692307692,84.6153846153846,84.6153846153846,46.1538461538462,61.5384615384615,69.2307692307692,0.663,0.701,0.486,0.854,168.521,46406.68,9.90,1668,Norte,,1,,,2,,26.4
4308300.0,430830.0,FONTOURA XAVIER,2014,140.366972477064,108.256880733945,123.853211009174,118.348623853211,111.926605504587,109.174311926605,108.256880733945,0.661,0.668,0.532,0.812,583.239,27276.97,16.37,9550,Norte,,4,,53,53,12,51.7
4308409.0,430840.0,FORMIGUEIRO,2014,72.4137931034483,86.2068965517241,96.551724137931,98.2758620689655,91.3793103448276,91.3793103448276,86.2068965517241,0.682,0.69,0.549,0.838,578.875,41044.14,11.08,6413,Centro-Oeste,,2,,12,34,,42.7
4308433.0,430843.0,FORQUETINHA,2014,61.5384615384615,115.384615384615,115.384615384615,146.153846153846,115.384615384615,115.384615384615,115.384615384615,0.683,0.743,0.484,0.886,93.278,26958.94,25.66,2393,Vales,,,,,,,30.7
4308458.0,430845.0,FORTALEZA DOS VALOS,2014,121.276595744681,100.0,106.382978723404,100.0,95.7446808510638,95.7446808510638,100.0,0.756,0.779,0.663,0.837,650.512,73910.62,6.88,4477,Missioneira,,2,,,25,15,72.7
4308508.0,430850.0,FREDERICO WESTPHALEN,2014,117.220543806647,119.939577039275,115.407854984894,116.31419939577,119.033232628399,112.990936555891,120.543806646526,0.76,0.754,0.688,0.846,264.876,54934.13,123.04,32627,Norte,,5,,56,211,139,83.6
4308607.0,430860.0,GARIBALDI,2014,87.1875,91.875,102.1875,103.4375,95.9375,90.625,103.75,0.786,0.825,0.688,0.856,168.492,103842.78,203.78,34335,Serra,,3,,57,205,99,90.0
4308656.0,430865.0,GARRUCHOS,2014,32.4324324324324,64.8648648648649,70.2702702702703,75.6756756756757,70.2702702702703,64.8648648648649,64.8648648648649,0.671,0.657,0.553,0.833,803.970,50126.26,3.34,2688,Missioneira,,1,,7,15,,34.2
4308706.0,430870.0,GAURAMA,2014,105.882352941176,90.1960784313726,100.0,94.1176470588235,96.078431372549,94.1176470588235,90.1960784313726,0.738,0.733,0.643,0.852,204.428,61609.13,27.71,5665,Norte,,2,,17,23,10,66.4
4308805.0,430880.0,GENERAL CÂMARA,2014,137.142857142857,95.7142857142857,110.0,107.142857142857,95.7142857142857,95.7142857142857,95.7142857142857,0.686,0.704,0.552,0.832,510.010,30748.5,14.93,7612,Metropolitana,,,,34,37,15,58.7
4308854.0,430885.0,GENTIL,2014,82.3529411764706,94.1176470588235,58.8235294117647,94.1176470588235,88.2352941176471,94.1176470588235,94.1176470588235,0.733,0.71,0.643,0.863,184.715,87302.71,9.44,1744,Norte,,1,,,,,55.0
4308904.0,430890.0,GETÚLIO VARGAS,2014,106.878306878307,88.8888888888889,93.1216931216931,89.9470899470899,92.5925925925926,89.4179894179894,88.8888888888889,0.746,0.747,0.658,0.843,287.466,53003.28,57.75,16602,Norte,,5,,36,103,48,89.1
4309001.0,430900.0,GIRUÁ,2014,94.392523364486,92.9906542056075,85.0467289719626,84.1121495327103,93.4579439252336,99.0654205607477,92.9906542056075,0.721,0.707,0.629,0.842,855.560,63540.12,18.68,16013,Missioneira,,5,,41,111,41,80.9
4309050.0,430905.0,GLORINHA,2014,50.6849315068493,142.465753424658,136.986301369863,145.205479452055,157.534246575342,150.684931506849,143.835616438356,0.714,0.716,0.593,0.859,323.955,77744.69,23.64,7658,Metropolitana,,,,14,53,,54.6
4309100.0,430910.0,GRAMADO,2014,148.665297741273,145.790554414784,127.720739219713,146.817248459959,147.433264887064,142.299794661191,146.817248459959,0.764,0.783,0.662,0.861,239.341,88848.11,167.69,40134,Serra,,1,,88,314,134,86.4
4309126.0,430912.0,GRAMADO DOS LOUREIROS,2014,100.0,62.962962962963,70.3703703703704,77.7777777777778,62.962962962963,55.5555555555556,62.962962962963,0.685,0.662,0.584,0.832,131.396,43490.18,15.33,2014,Norte,,1,,14,10,,30.8
4309159.0,430915.0,GRAMADO XAVIER,2014,92.3076923076923,92.3076923076923,107.692307692308,89.7435897435897,89.7435897435897,94.8717948717949,92.3076923076923,0.634,0.681,0.473,0.792,216.790,37603.56,15.19,3304,Vales,,2,,16,11,,15.4
4309209.0,430920.0,GRAVATAÍ,2014,102.918069584736,101.402918069585,102.609427609428,104.096520763187,98.2042648709315,98.6812570145903,101.907968574635,0.736,0.727,0.636,0.862,468.288,58646.11,566.05,265074,Metropolitana,,23,,590,2363,614,96.1
4309258.0,430925.0,GUABIJU,2014,275.0,237.5,225.0,312.5,250.0,237.5,237.5,0.758,0.831,0.612,0.857,146.925,75994.12,9.64,1417,Serra,,1,,,,,52.5
4309308.0,430930.0,GUAÍBA,2014,91.1401597676108,80.5374001452433,77.7051561365287,81.7719680464779,76.397966594045,77.8503994190269,81.1909949164851,0.73,0.732,0.639,0.833,377.664,96872.55,247.03,92924,Metropolitana,,1,,212,893,209,97.5
4309407.0,430940.0,GUAPORÉ,2014,159.79020979021,147.202797202797,145.454545454545,151.048951048951,138.811188811189,147.902097902098,147.202797202797,0.765,0.781,0.685,0.837,297.545,50045,84.92,25268,Serra,,8,,38,199,68,91.5
4309506.0,430950.0,GUARANI DAS MISSÕES,2014,89.7959183673469,78.5714285714286,75.5102040816327,77.5510204081633,81.6326530612245,79.5918367346939,78.5714285714286,0.737,0.698,0.665,0.863,289.516,39884.41,25.51,7415,Missioneira,,3,,,37,21,66.1
4309555.0,430955.0,HARMONIA,2014,122.0,132.0,132.0,138.0,144.0,134.0,134.0,0.749,0.748,0.668,0.841,48.540,57073.42,110.76,5378,Metropolitana,,2,,,28,,68.6
4309571.0,430957.0,HERVEIRAS,2014,75.7575757575758,96.969696969697,93.9393939393939,93.9393939393939,100.0,96.969696969697,96.969696969697,0.616,0.67,0.441,0.792,117.981,34492.77,21.69,2565,Vales,,1,,14,,,22.0
4309605.0,430960.0,HORIZONTINA,2014,80.0,110.810810810811,118.918918918919,119.459459459459,122.162162162162,112.432432432432,111.351351351351,0.783,0.782,0.716,0.858,229.694,96973.64,82.07,18851,Missioneira,,5,,24,128,68,84.9
4309654.0,430965.0,HULHA NEGRA,2014,0.0,62.8571428571429,65.7142857142857,68.5714285714286,68.5714285714286,64.2857142857143,62.8571428571429,0.643,0.653,0.512,0.796,822.608,38296.52,7.26,5976,Sul,,2,,17,56,5,42.8
4309704.0,430970.0,HUMAITÁ,2014,67.3076923076923,67.3076923076923,82.6923076923077,71.1538461538462,69.2307692307692,69.2307692307692,67.3076923076923,0.738,0.732,0.657,0.837,135.010,46575.76,34.67,4681,Missioneira,,2,,9,21,8,63.2
4309753.0,430975.0,IBARAMA,2014,113.157894736842,142.105263157895,134.210526315789,128.947368421053,139.473684210526,142.105263157895,142.105263157895,0.652,0.686,0.511,0.792,195.426,28260.69,19.10,3732,Vales,,2,,15,13,11,32.5
4309803.0,430980.0,IBIAÇÁ,2014,106.451612903226,106.451612903226,96.7741935483871,103.225806451613,100.0,100.0,106.451612903226,0.739,0.766,0.593,0.888,348.778,65995.28,12.98,4527,Norte,,1,,,17,11,69.6
4309902.0,430990.0,IBIRAIARAS,2014,101.470588235294,116.176470588235,116.176470588235,113.235294117647,116.176470588235,101.470588235294,116.176470588235,0.724,0.739,0.615,0.835,280.816,56109.7,23.19,6776,Norte,,2,,32,29,11,56.5
4309951.0,430995.0,IBIRAPUITÃ,2014,2.32558139534884,81.3953488372093,65.1162790697674,106.976744186047,67.4418604651163,81.3953488372093,81.3953488372093,0.638,0.678,0.463,0.828,307.164,50524.24,12.12,3723,Norte,,2,,14,17,,68.6
4310009.0,431000.0,IBIRUBÁ,2014,99.6,88.0,97.6,102.4,93.6,88.8,88.0,0.765,0.786,0.671,0.848,607.185,79138.28,35.55,21583,Missioneira,,5,,20,168,67,83.3
4310108.0,431010.0,IGREJINHA,2014,98.5386221294363,103.340292275574,100.417536534447,103.549060542797,98.7473903966597,104.592901878914,113.152400835073,0.721,0.749,0.571,0.876,138.116,79713.31,237.22,32808,Metropolitana,,7,,167,236,66,93.7
4310207.0,431020.0,IJUÍ,2014,120.37558685446,104.976525821596,107.417840375587,109.953051643192,110.610328638498,103.943661971831,105.258215962441,0.781,0.786,0.707,0.858,688.982,72012.79,123.05,84780,Missioneira,,18,,220,590,295,91.4
4310306.0,431030.0,ILÓPOLIS,2014,79.5454545454545,47.7272727272727,36.3636363636364,54.5454545454545,43.1818181818182,27.2727272727273,47.7272727272727,0.73,0.756,0.595,0.866,123.602,39668.12,33.63,4157,Vales,,2,,17,13,4,56.1
4310330.0,431033.0,IMBÉ,2014,99.609375,149.21875,151.5625,154.6875,130.46875,157.03125,149.609375,0.764,0.825,0.638,0.847,39.766,28439.7,674.55,26824,Metropolitana,,,,70,155,58,100.0
4310363.0,431036.0,IMIGRANTE,2014,62.0689655172414,68.9655172413793,58.6206896551724,68.9655172413793,55.1724137931034,58.6206896551724,68.9655172413793,0.743,0.764,0.635,0.844,71.718,191712.99,42.95,3080,Vales,,1,,3,14,,57.2
4310405.0,431040.0,INDEPENDÊNCIA,2014,70.4225352112676,109.859154929577,152.112676056338,142.253521126761,123.943661971831,105.633802816901,109.859154929577,0.693,0.711,0.576,0.813,358.284,69022.26,17.94,6427,Missioneira,,2,,16,47,15,69.8
4310413.0,431041.0,INHACORÁ,2014,120.689655172414,100.0,120.689655172414,96.551724137931,86.2068965517241,100.0,100.0,0.673,0.647,0.585,0.807,113.749,37932.38,17.71,2014,Missioneira,,1,,10,23,,64.7
4310439.0,431043.0,IPÊ,2014,129.824561403509,171.929824561404,154.385964912281,171.929824561404,173.684210526316,166.666666666667,171.929824561404,0.728,0.751,0.618,0.831,599.032,72776.89,9.01,5399,Serra,,3,,22,23,,59.3
4310462.0,431046.0,IPIRANGA DO SUL,2014,130.769230769231,138.461538461538,146.153846153846,130.769230769231,123.076923076923,100.0,138.461538461538,0.791,0.818,0.698,0.866,158.710,71148.58,10.84,1720,Norte,,1,,,10,,42.9
4310504.0,431050.0,IRAÍ,2014,161.363636363636,115.909090909091,115.909090909091,111.363636363636,107.954545454545,117.045454545455,115.909090909091,0.691,0.684,0.59,0.819,181.850,34186.77,41.21,7482,Norte,,3,,50,54,15,57.6
4310538.0,431053.0,ITAARA,2014,77.1929824561404,98.2456140350877,107.017543859649,92.9824561403509,96.4912280701754,100.0,98.2456140350877,0.76,0.761,0.687,0.841,172.801,54588.39,32.25,5572,Centro-Oeste,,1,,19,41,,80.5
4310553.0,431055.0,ITACURUBI,2014,86.1111111111111,72.2222222222222,77.7777777777778,72.2222222222222,30.5555555555556,69.4444444444444,72.2222222222222,0.657,0.692,0.509,0.804,1120.249,38177.55,2.67,2995,Centro-Oeste,,2,,,16,,45.8
4310579.0,431057.0,ITAPUCA,2014,73.6842105263158,89.4736842105263,73.6842105263158,84.2105263157895,78.9473684210526,84.2105263157895,89.4736842105263,0.664,0.709,0.495,0.834,184.673,48467.2,10.49,1937,Norte,,1,,,5,,28.1
4310603.0,431060.0,ITAQUI,2014,114.15770609319,79.5698924731183,82.4372759856631,82.6164874551971,72.9390681003584,75.9856630824373,79.7491039426523,0.713,0.687,0.626,0.843,3405.999,57843.3,10.50,35768,Centro-Oeste,,6,,133,323,71,89.2
4310652.0,431065.0,ITATI,2014,400.0,162.5,181.25,156.25,131.25,212.5,162.5,0.669,0.692,0.524,0.827,205.060,39227.64,12.86,2638,Metropolitana,,1,,,,,32.4
4310702.0,431070.0,ITATIBA DO SUL,2014,94.8717948717949,79.4871794871795,87.1794871794872,74.3589743589744,79.4871794871795,79.4871794871795,79.4871794871795,0.681,0.696,0.567,0.801,212.669,26531.49,15.08,3208,Norte,,,,,,,54.2
4310751.0,431075.0,IVORÁ,2014,50.0,128.571428571429,92.8571428571429,100.0,121.428571428571,135.714285714286,128.571428571429,0.724,0.712,0.602,0.886,122.930,27969.06,15.69,1929,Centro-Oeste,,1,,,,,37.8
4310801.0,431080.0,IVOTI,2014,100.732600732601,92.6739926739927,96.3369963369963,96.3369963369963,96.7032967032967,93.7728937728938,92.6739926739927,0.784,0.78,0.729,0.848,63.092,66957.25,364.28,22983,Metropolitana,,3,,47,146,85,92.0
4310850.0,431085.0,JABOTICABA,2014,111.111111111111,102.777777777778,113.888888888889,91.6666666666667,102.777777777778,105.555555555556,102.777777777778,0.658,0.636,0.547,0.82,127.589,28251.78,29.62,3779,Norte,,2,,15,19,6,51.8
4310876.0,431087.0,JACUIZINHO,2014,84.8484848484848,60.6060606060606,72.7272727272727,57.5757575757576,63.6363636363636,57.5757575757576,60.6060606060606,0.662,0.73,0.487,0.817,339.399,61345.9,6.01,2040,Missioneira,,1,,,,,29.5
4310900.0,431090.0,JACUTINGA,2014,115.625,103.125,128.125,121.875,112.5,93.75,103.125,0.726,0.703,0.636,0.855,178.009,56527.61,18.75,3338,Norte,,2,,,14,12,72.7
4311007.0,431100.0,JAGUARÃO,2014,134.437086092715,115.23178807947,104.635761589404,111.258278145695,113.576158940397,112.913907284768,115.562913907285,0.707,0.698,0.608,0.832,2051.845,38897.93,12.97,26603,Sul,,6,,75,213,59,92.9
4311106.0,431110.0,JAGUARI,2014,76.1904761904762,106.666666666667,78.0952380952381,107.619047619048,106.666666666667,106.666666666667,106.666666666667,0.712,0.734,0.567,0.866,675.108,31093.37,15.67,10579,Centro-Oeste,,2,,15,57,11,60.5
4311122.0,431112.0,JAQUIRANA,2014,138.297872340426,144.68085106383,146.808510638298,163.829787234043,144.68085106383,142.553191489362,146.808510638298,0.614,0.626,0.475,0.779,908.879,27590.82,4.06,3690,Serra,,2,,23,24,3,65.4
4311130.0,431113.0,JARI,2014,61.2903225806452,77.4193548387097,64.5161290322581,64.5161290322581,80.6451612903226,64.5161290322581,77.4193548387097,0.631,0.636,0.473,0.836,853.080,63193.56,3.93,3349,Centro-Oeste,,1,,,,,27.3
4311155.0,431115.0,JÓIA,2014,98.8888888888889,127.777777777778,121.111111111111,114.444444444444,125.555555555556,126.666666666667,127.777777777778,0.686,0.671,0.572,0.841,1238.709,48147.78,5.80,7184,Missioneira,,5,,32,47,8,30.8
4311205.0,431120.0,JÚLIO DE CASTILHOS,2014,78.4140969162996,79.295154185022,86.784140969163,97.7973568281938,96.4757709251101,82.3788546255507,79.295154185022,0.716,0.733,0.602,0.833,1929.544,71704.26,9.45,18226,Centro-Oeste,,6,,89,119,42,84.8
4311239.0,431123.0,LAGOA BONITA DO SUL,2014,166.666666666667,127.777777777778,144.444444444444,150.0,138.888888888889,138.888888888889,127.777777777778,0.67,0.696,0.539,0.801,109.758,37416.33,20.51,2251,Vales,,1,,,,,20.6
4311254.0,431125.0,LAGOÃO,2014,86.9047619047619,84.5238095238095,82.1428571428571,78.5714285714286,70.2380952380952,82.1428571428571,84.5238095238095,0.643,0.641,0.505,0.822,387.453,28041.72,13.78,5341,Norte,,3,,38,25,,35.4
4311270.0,431127.0,LAGOA DOS TRÊS CANTOS,2014,154.545454545455,190.909090909091,200.0,200.0,181.818181818182,172.727272727273,190.909090909091,0.789,0.765,0.754,0.852,138.602,47102.62,12.54,1738,Norte,,1,,,,,64.8
4311304.0,431130.0,LAGOA VERMELHA,2014,93.6339522546419,89.6551724137931,86.2068965517241,92.0424403183024,85.4111405835544,88.3289124668435,89.6551724137931,0.738,0.734,0.62,0.885,1272.725,58142.47,21.95,27659,Norte,,5,,167,131,47,88.9
4311403.0,431140.0,LAJEADO,2014,117.148760330579,116.115702479339,115.289256198347,112.293388429752,118.49173553719,113.842975206612,116.528925619835,0.778,0.796,0.704,0.84,90.801,72137.22,1026.47,93646,Vales,,15,,192,568,358,99.7
